_id,name,min,max,val,employer,address,link
34744844,"Инженер-технолог на производство (направление-картонные втулки, гильзы из картона)",,,,,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-na-proizvodstvo-34744844.html
35050161,Инженер-проектировщик (магазиностроение),85000.0,,руб,Кадровый Центр на Сокольнической Площади,Москва,https://superjob.ru/vakansii/inzhener-proektirovschik-35050161.html
32060191,Инженер ПТО,70000.0,,руб,СтройУниверсал,Москва,https://superjob.ru/vakansii/inzhener-pto-32060191.html
35293741,Ведущий инженер ПТО (г. Новый Уренгой),,95000.0,руб,Газстройпром,Москва,https://superjob.ru/vakansii/veduschij-inzhener-pto-35293741.html
35158740,Инженер-консультант по компрессорному оборудованию,,,,Бизнеспроект,Москва,https://superjob.ru/vakansii/inzhener-konsultant-po-kompressornomu-oborudovaniyu-35158740.html
34228334,Инженер по наладке и испытаниям электрооборудования,100000.0,,руб,Сэмпер,Москва,https://superjob.ru/vakansii/inzhener-po-naladke-i-ispytaniyam-elektrooborudovaniya-34228334.html
35333305,Инженер технической поддержки,,,,Teleperformance Russia Group,Москва,https://superjob.ru/vakansii/inzhener-tehnicheskoj-podderzhki-35333305.html
35368044,Инженер-химик в Лабораторию инструментальных методов анализа / Хроматографист,70000.0,,руб,НПО ИМПУЛЬС,Москва,https://superjob.ru/vakansii/inzhener-himik-v-laboratoriyu-instrumentalnyh-metodov-analiza-35368044.html
35426315,Инженер-программист / Разработчик,100000.0,,руб,НПК ЛУЧ,Балашиха,https://superjob.ru/vakansii/inzhener-programmist-35426315.html
35389908,Инженер по медицинскому лабораторному оборудованию,68000.0,,руб,КДЛ ДОМОДЕДОВО-ТЕСТ,Москва,https://superjob.ru/vakansii/inzhener-po-medicinskomu-laboratornomu-oborudovaniyu-35389908.html
35170432,Ведущий инженер-энергетик,300.0,,руб,Почта России,Москва,https://superjob.ru/vakansii/veduschij-inzhener-energetik-35170432.html
33930894,Инженер-сметчик ПИР,,,,Желдорпроект,Москва,https://superjob.ru/vakansii/inzhener-smetchik-pir-33930894.html
35106888,Ведущий инженер-конструктор,,,,КОРСАР,Москва,https://superjob.ru/vakansii/veduschij-inzhener-konstruktor-35106888.html
32170698,"Инженер-проектировщик ВК, НВК",80000.0,,руб,СК БИТЭКС,Москва,https://superjob.ru/vakansii/inzhener-proektirovschik-vk-32170698.html
33518473,Инженер КИПиА,,,,"Мясокомбинат ""Павловская Слобода"" (Велком)",Москва,https://superjob.ru/vakansii/inzhener-kipia-33518473.html
33507700,Инженер-технолог по сборке летательных аппаратов и ракет,,,,"""Концерн ""Калашников""",Москва,https://superjob.ru/vakansii/inzhener-tehnolog-po-sborke-letatelnyh-apparatov-i-raket-33507700.html
33867541,Инженер-лаборант,72000.0,,руб,АВТОБАН,Москва,https://superjob.ru/vakansii/inzhener-laborant-33867541.html
34747274,Инженер-разработчик цифровой электроники,,90000.0,руб,,Москва,https://superjob.ru/vakansii/inzhener-razrabotchik-cifrovoj-elektroniki-34747274.html
34575762,Инженер ПТО (автодороги/ПГС),80000.0,,руб,Центродорстрой,Москва,https://superjob.ru/vakansii/inzhener-pto-34575762.html
35169692,Ведущий инженер технического надзора,,125000.0,руб,ANCOR,Москва,https://superjob.ru/vakansii/veduschij-inzhener-tehnicheskogo-nadzora-35169692.html
34574624,Инженер-сметчик,,,,СК РемСтройСервис,Москва,https://superjob.ru/vakansii/inzhener-smetchik-34574624.html
33531807,Инженер по автоматике АСУ ТП,,,,Валидационная Асептика,Москва,https://superjob.ru/vakansii/inzhener-po-avtomatike-asu-tp-33531807.html
25375363,Техник (инженер) по эксплуатации и ремонту вентиляции и кондиционирования,,60000.0,руб,Ремэнерго,Москва,https://superjob.ru/vakansii/tehnik-25375363.html
35293288,Ведущий инженер-проектировщик ОВ,,,,А101,Москва,https://superjob.ru/vakansii/veduschij-inzhener-proektirovschik-ov-35293288.html
33648129,Инженер электросвязи на оборудование радиосети,,60000.0,руб,МГТС,Москва,https://superjob.ru/vakansii/inzhener-elektrosvyazi-na-oborudovanie-radioseti-33648129.html
35048980,Инженер-технолог (в отдел разработки),60000.0,,руб,"КБК ""Черемушки""",Москва,https://superjob.ru/vakansii/inzhener-tehnolog-35048980.html
34966837,Инженер ПТО,,,,ГАРАНТСТРОЙ,Москва,https://superjob.ru/vakansii/inzhener-pto-34966837.html
35366948,Инженер по медицинскому оборудованию,,,,Лаборатория Гемотест,Москва,https://superjob.ru/vakansii/inzhener-po-medicinskomu-oborudovaniyu-35366948.html
35225382,Ведущий инженер по КИПиА,,88000.0,руб,МГТЭС,Москва,https://superjob.ru/vakansii/veduschij-inzhener-po-kipia-35225382.html
35387350,Инженер-технолог,,,,Государственный космический научно-производственный центр им. М. В. Хруничева,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-35387350.html
32098344,Ведущий инженер-лаборант,81000.0,,руб,АВТОБАН,Москва,https://superjob.ru/vakansii/veduschij-inzhener-laborant-32098344.html
33425088,Инженер-конструктор РЭА,,,,"""Концерн ""Калашников""",Москва,https://superjob.ru/vakansii/inzhener-konstruktor-rea-33425088.html
25245931,Инженер-теплотехник,331.0,,руб,Ремэнерго,Москва,https://superjob.ru/vakansii/inzhener-teplotehnik-25245931.html
34454941,Инженер-конструктор,40000.0,,руб,ДИТО,Москва,https://superjob.ru/vakansii/inzhener-konstruktor-34454941.html
35292699,Главный инженер (дорожное строительство),120000.0,,руб,СтройКом,Москва,https://superjob.ru/vakansii/glavnyj-inzhener-35292699.html
35366367,Инженер-проектировщик систем электроснабжения,110000.0,,руб,Сибпромстрой Проект,Москва,https://superjob.ru/vakansii/inzhener-proektirovschik-sistem-elektrosnabzheniya-35366367.html
34643930,Инженер ПТО,,,,ГТСтелеком,Москва,https://superjob.ru/vakansii/inzhener-pto-34643930.html
35348867,Инженер технической поддержки/мониторинга,,,,Банк ВТБ,Москва,https://superjob.ru/vakansii/inzhener-tehnicheskoj-podderzhki-35348867.html
35365695,Инженер КИПиА,45000.0,,руб,Микояновский мясокомбинат,Москва,https://superjob.ru/vakansii/inzhener-kipia-35365695.html
35273649,Инженер слаботочных систем,60000.0,,руб,JOBCART.RU,Москва,https://superjob.ru/vakansii/inzhener-slabotochnyh-sistem-35273649.html
35274780,Менеджер по снабжению (инженер),,,,ДжиЭсКомпани,Москва,https://superjob.ru/vakansii/menedzher-po-snabzheniyu-35274780.html
35425347,Инженер по ремонту сварочного оборудования (Якутия),,120000.0,руб,Газстройпром,Москва,https://superjob.ru/vakansii/inzhener-po-remontu-svarochnogo-oborudovaniya-35425347.html
33988498,Инженер по эксплуатации базовых станций сотовой связи,,,,МГТС,Москва,https://superjob.ru/vakansii/inzhener-po-ekspluatacii-bazovyh-stancij-sotovoj-svyazi-33988498.html
31611244,Инженер BIM (Revit 3D),70000.0,,руб,Монтажсетьстрой,Москва,https://superjob.ru/vakansii/inzhener-bim-31611244.html
35387219,Инженер-технолог (технолог),,,,Саста,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-35387219.html
35116390,Инженер ПТО,70000.0,,руб,ВАЙФАЙНДЕР,Москва,https://superjob.ru/vakansii/inzhener-pto-35116390.html
35283307,Инженер-механик по эксплуатации оборудования,70000.0,,руб,Милти,Москва,https://superjob.ru/vakansii/inzhener-mehanik-po-ekspluatacii-oborudovaniya-35283307.html
35378847,Инженер по охране труда и пожарной безопасности,75000.0,,руб,Правительство Москвы,Москва,https://superjob.ru/vakansii/inzhener-po-ohrane-truda-i-pozharnoj-bezopasnosti-35378847.html
35157925,Специалист/инженер технической поддержки офиса,,,,КБ Модуль,Москва,https://superjob.ru/vakansii/specialist-35157925.html
34741011,Инженер-механик,100000.0,,руб,МОССЕРВИС,Москва,https://superjob.ru/vakansii/inzhener-mehanik-34741011.html
31145183,Инженер КИПиА,600.0,,руб,Ремэнерго,Москва,https://superjob.ru/vakansii/inzhener-kipia-31145183.html
35224693,Инженер ПТО,80000.0,,руб,Связьэнергомонтаж МО,Москва,https://superjob.ru/vakansii/inzhener-pto-35224693.html
33572597,Инженер-технолог,67000.0,,руб,Импульс,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-33572597.html
34571694,Инженер,65000.0,,руб,Интер РАО Управление сервисами,Москва,https://superjob.ru/vakansii/inzhener-34571694.html
35386909,Сервисный инженер / Наладчик станков и манипуляторов с программным управлением,,70000.0,руб,Саста,Москва,https://superjob.ru/vakansii/servisnyj-inzhener-35386909.html
34914640,"Инженер-физик (г. Билибино, ЧАО)",,700.0,руб,АНО Агентство по развитию человеческого капитала на Дальнем Востоке и в Арктике,Балашиха,https://superjob.ru/vakansii/inzhener-fizik-34914640.html
35298930,Инженер-сметчик,80000.0,,руб,Правительство Москвы,Москва,https://superjob.ru/vakansii/inzhener-smetchik-35298930.html
35361548,"Технический специалист/инженер пресейл (серверное, сетевое и компьютерное направление)",,200000.0,руб,Консалтинговая компания,Москва,https://superjob.ru/vakansii/tehnicheskij-specialist-35361548.html
34763013,Сервисный инженер по промышленному оборудованию,95000.0,,руб,СОЛАН-Д,Москва,https://superjob.ru/vakansii/servisnyj-inzhener-po-promyshlennomu-oborudovaniyu-34763013.html
33937881,Инженер-сметчик,,,,"""НМИЦ кардиологии"" Минздрава России",Москва,https://superjob.ru/vakansii/inzhener-smetchik-33937881.html
35297489,Инженер проектировщик систем электроснабжения (ЭОМ),,,,Инженерное дело,Москва,https://superjob.ru/vakansii/inzhener-proektirovschik-sistem-elektrosnabzheniya-35297489.html
35236150,Сервис-инженер по сварочному оборудованию,,,,Вебер Комеханикс,Москва,https://superjob.ru/vakansii/servis-inzhener-po-svarochnomu-oborudovaniyu-35236150.html
30464983,"Специалист технической поддержки, инженер технической поддержки",,48000.0,руб,АСВТ,Москва,https://superjob.ru/vakansii/specialist-tehnicheskoj-podderzhki-30464983.html
35406656,Инженер по эксплуатации зданий,54000.0,,руб,КДЛ ДОМОДЕДОВО-ТЕСТ,Москва,https://superjob.ru/vakansii/inzhener-po-ekspluatacii-zdanij-35406656.html
29811794,Инженер по охране труда,75000.0,,руб,Мосфундаментстрой-6,Москва,https://superjob.ru/vakansii/inzhener-po-ohrane-truda-29811794.html
34477808,Инженер-конструктор,,,,"ООО ""Арисмо инжиниринг""",Москва,https://superjob.ru/vakansii/inzhener-konstruktor-34477808.html
34317181,Ведущий инженер-проектировщик,,,,Группа Индустриальных Технологий,Москва,https://superjob.ru/vakansii/veduschij-inzhener-proektirovschik-34317181.html
35423631,Инженер-разработчик систем стендовых испытаний,,,,Технопарк «Сколково»,Москва,https://superjob.ru/vakansii/inzhener-razrabotchik-sistem-stendovyh-ispytanij-35423631.html
32610646,Выездной сервисный-инженер / Сантехник,135000.0,,руб,РемМастер,Москва,https://superjob.ru/vakansii/vyezdnoj-servisnyj-inzhener-32610646.html
35224103,Инженер-технолог,50000.0,,руб,МОЭК,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-35224103.html
32939478,Ведущий инженер-исследователь,60000.0,,руб,Импульс,Москва,https://superjob.ru/vakansii/veduschij-inzhener-issledovatel-32939478.html
34777785,Ведущий инженер по управлению блоком (Чукотский автономный округ),,200.0,руб,АНО Агентство по развитию человеческого капитала на Дальнем Востоке и в Арктике,Москва,https://superjob.ru/vakansii/veduschij-inzhener-po-upravleniyu-blokom-34777785.html
35369876,Инженер-конструктор,,,,Инженерное дело,Москва,https://superjob.ru/vakansii/inzhener-konstruktor-35369876.html
35386549,Инженер-конструктор,60000.0,,руб,Саста,Москва,https://superjob.ru/vakansii/inzhener-konstruktor-35386549.html
35025035,Инженер-электрик,50000.0,,руб,Becar Asset Management Group,Москва,https://superjob.ru/vakansii/inzhener-elektrik-35025035.html
30944924,Инженер-сметчик,,75000.0,руб,ЗападЭнергоСетьСтрой,Москва,https://superjob.ru/vakansii/inzhener-smetchik-30944924.html
34930421,Инженер (акустические методы НК),,80000.0,руб,Всероссийский научно-исследовательский институт авиационных материалов,Москва,https://superjob.ru/vakansii/inzhener-34930421.html
35156775,Инженер 2 категории,50000.0,,руб,Ростелеком,Москва,https://superjob.ru/vakansii/inzhener-2-kategorii-35156775.html
35291853,Разработчик электронных устройств / Инженер-электронщик,,,,Технопарк «Сколково»,Москва,https://superjob.ru/vakansii/razrabotchik-elektronnyh-ustrojstv-35291853.html
35224045,Инженер по закупкам,200.0,,руб,345 механический завод,Балашиха,https://superjob.ru/vakansii/inzhener-po-zakupkam-35224045.html
35291847,Ведущий инженер (г. Химки),100000.0,,руб,Медицина,Москва,https://superjob.ru/vakansii/veduschij-inzhener-35291847.html
35079264,Инженер,,,,Группа Индустриальных Технологий,Москва,https://superjob.ru/vakansii/inzhener-35079264.html
35223912,Инженер-технолог,43000.0,,руб,Кадровый Центр на Сокольнической Площади,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-35223912.html
35223512,Механик / Инженер бытовой техники,75000.0,,руб,Моссервис,Москва,https://superjob.ru/vakansii/mehanik-35223512.html
35222967,Инженер ВиК / Ведущий сервисный инженер ВиК,80000.0,,руб,ГЭХ Благоустройство,Москва,https://superjob.ru/vakansii/inzhener-vik-35222967.html
26904282,Инженер-технолог,,,,Строительная компания,Москва,https://superjob.ru/vakansii/inzhener-tehnolog-26904282.html
35211472,Инженер ПТО (ЦКАД),80000.0,,руб,Твой Дом,Подольск,https://superjob.ru/vakansii/inzhener-pto-35211472.html
35223653,Системный администратор / Системный инженер,84000.0,,руб,ГК FAVORIT MOTORS,Москва,https://superjob.ru/vakansii/sistemnyj-administrator-35223653.html
35281298,Ведущий инженер,,,,Аплеона ХСГ,Москва,https://superjob.ru/vakansii/veduschij-inzhener-35281298.html
