num,name,compensation,link,employer,address,site
360,Инженер-технолог,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/39584713?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Модуль,Нижний Тагил,https://hh.ru
361,Инженер по метрологии,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40744195?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, НТЦ Комплексные Системы,Челябинск,https://hh.ru
362,Инженер ПТО,"{'min': 70000, 'max': 90000, 'val': 'руб'}",https://hh.ru/vacancy/33589685?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ПМП Металлургмонтаж,Барнаул,https://hh.ru
363,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39753902?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО КАРАВАЙ,Ангарск,https://hh.ru
364,Инженер-конструктор,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40717663?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ВудВЕР,Ижевск,https://hh.ru
365,Инженер ПТО,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40990966?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Спецхиммонтаж,Нижнекамск,https://hh.ru
366,Инженер,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40917233?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АЛИТЕТ,Кострома,https://hh.ru
367,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40976779?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО БОЭС Констракшн,Санкт-Петербург,https://hh.ru
368,Инженер ПТО,"{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40485380?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Стройцентр-Иркутск,Иркутск,https://hh.ru
369,Инженер,"{'min': 80000, 'val': 'руб'}",https://hh.ru/vacancy/40891523?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЭКСПРЕСС,Самара,https://hh.ru
370,Инженер,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40955134?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Айвер,Томск,https://hh.ru
371,Инженер Kafka,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40800777?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Тинькофф,"Москва, Водный стадион",https://hh.ru
372,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40976778?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО БОЭС Констракшн,Кировск (Мурманская область),https://hh.ru
373,Инженер-техник ПТО,"{'min': 35000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40626700?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Теплосфера,Калуга,https://hh.ru
374,Инженер-электрик,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40503021?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ПромЭнерго,Казань,https://hh.ru
375,Инженер,"{'min': 700, 'max': 700, 'val': 'руб'}",https://hh.ru/vacancy/39785243?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Казанское моторостроительное производственное объединение,Казань,https://hh.ru
376,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40952078?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АПМ Фефелова ВВ,Новосибирск,https://hh.ru
377,Инженер-электрик,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40953901?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Истринская нефтебаза город Истра,Истра,https://hh.ru
378,Инженер ПТО,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40559494?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," МОХ, Ландшафтно-архитектурное бюро",Геленджик,https://hh.ru
379,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40954705?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО РСП ЭТАЛОН,"Алматы, Москва",https://hh.ru
380,Инженер-строитель,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40974698?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО РУСКЕРАМИКА ХК,Орехово-Зуево,https://hh.ru
381,Инженер ПТО,"{'min': 100000, 'max': 120000, 'val': 'руб'}",https://hh.ru/vacancy/40911361?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИФ ИнтерГазСервис,Казань,https://hh.ru
382,Инженер,"{'min': 250, 'max': 62000, 'val': 'руб'}",https://hh.ru/vacancy/40957608?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Группа промышленных компаний “Корпорация ТИРА”,"Санкт-Петербург, Василеостровская",https://hh.ru
383,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40915025?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИК ГЕОС,Китай,https://hh.ru
384,Инженер,"{'min': 35000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40800414?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ИП Комиссаров Александр Валериевич,Махачкала,https://hh.ru
385,Инженер по расчетам тепловых пунктов,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40975419?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Кельвион Машимпэкс,Новосибирск,https://hh.ru
386,Инженер по обслуживанию видеонаблюдения,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40965166?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Вектор плюс,"Москва, Отрадное",https://hh.ru
387,Сервисный инженер,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40978809?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, YAMAGUCHI,Казань,https://hh.ru
388,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40987730?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Герофарм,Оболенск,https://hh.ru
389,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40910042?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Клевер,Анапа,https://hh.ru
390,Инженер-проектировщик,"{'min': 40000, 'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40890896?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Пир Инновация,Челябинск,https://hh.ru
391,Инженер по продажам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40969291?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО НПО БиоМикроГели,Москва,https://hh.ru
392,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40986282?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ТАТПРОМ-ХОЛДИНГ,Набережные Челны,https://hh.ru
393,Инженер по проектам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40429513?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО thyssenkrupp Industrial Solutions Kazakhstan LLP,Алматы,https://hh.ru
394,Инженер-технолог,"{'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40674279?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, EKS,Барнаул,https://hh.ru
395,Инженер-проектировщик,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40453712?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Вымпел,Барнаул,https://hh.ru
396,Инженер-энергетик,"{'min': 75000, 'max': 80000, 'val': 'руб'}",https://hh.ru/vacancy/40898567?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, АНО Социально-Реабилитационный Центр Сольба,Ярославль,https://hh.ru
397,Инженер-проектировщик,"{'min': 500, 'max': 78000, 'val': 'руб'}",https://hh.ru/vacancy/40093241?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЗАВОД ГОРЭЛТЕХ,"Санкт-Петербург, Рыбацкое",https://hh.ru
398,Инженер (2 категория),"{'min': 26000, 'val': 'руб'}",https://hh.ru/vacancy/40927755?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Краснодар Водоканал,Краснодар,https://hh.ru
399,Инженер,"{'min': 60000, 'max': 75000, 'val': 'руб'}",https://hh.ru/vacancy/39868677?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Металлопродукция,Санкт-Петербург,https://hh.ru
400,Инженер ПТО,"{'min': 30000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40959015?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО «СКА»,Ростов-на-Дону,https://hh.ru
401,Инженер-технолог,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/39510894?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Ирмаш,Иркутск,https://hh.ru
402,Инженер-технолог,"{'min': 56000, 'val': 'руб'}",https://hh.ru/vacancy/39971151?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО РИТМ ТПТА,Тверь,https://hh.ru
403,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40986562?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Балтийский Синдикат,Санкт-Петербург,https://hh.ru
404,Инженер-проектировщик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40971722?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ANCOR,Красноярск,https://hh.ru
405,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40574769?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИВА-С,Химки,https://hh.ru
406,Инженер по охране труда,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40976077?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО Интербудсервис,Кобрин,https://hh.ru
407,Сервисный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40918110?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО ПО КОМПРЕССОРМАШ,Пенза,https://hh.ru
408,Шеф-инженер,"{'min': 40000, 'max': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40465833?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Веза,Миасс,https://hh.ru
409,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40654481?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СЕП РУС,Тольятти,https://hh.ru
410,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40732642?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Эко-Спектрум,Краснодар,https://hh.ru
411,Инженер-строитель,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40474950?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ANCOR,Обнинск,https://hh.ru
412,Инженер ПТО,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40988990?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ПСК Смит,Казань,https://hh.ru
413,Инженер-интегратор,"{'min': 35000, 'max': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40828927?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО АйСиБиКом,"Самара, Московская",https://hh.ru
414,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40977994?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Сельскохозяйственное предприятие Восход,Ярославль,https://hh.ru
415,Инженер по гарантии,"{'min': 200, 'val': 'бел. руб'}",https://hh.ru/vacancy/40929254?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Альфорт,Гродно,https://hh.ru
416,Инженер ПТО,"{'min': 1000, 'max': 500, 'val': 'бел. руб'}",https://hh.ru/vacancy/40888145?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Гомельсантехника,Гомель,https://hh.ru
417,Инженер-строитель,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40974700?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО РУСКЕРАМИКА ХК,Павловский Посад,https://hh.ru
418,Инженер-технолог,"{'min': 65000, 'val': 'руб'}",https://hh.ru/vacancy/40967417?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЭТМ,Малые Вязёмы,https://hh.ru
419,Кадастровый инженер по проверке проекта межевания,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40969611?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Экспертиза М1,Санкт-Петербург,https://hh.ru
420,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40987824?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Герофарм,Серпухов,https://hh.ru
421,Инженер-Теплотехник,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40956009?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Леруа Мерлен. Гипермаркеты,Череповец,https://hh.ru
422,Инженер-гидравлик,"{'min': 800, 'val': 'бел. руб'}",https://hh.ru/vacancy/40950250?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО Белпромимпэкс,Минск,https://hh.ru
423,Инженер-энергетик,"{'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40920045?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Капитал Строй,Санкт-Петербург,https://hh.ru
424,Инженер-электрик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40974782?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ЗАО Омский электродный завод, ПФК",Омск,https://hh.ru
425,Инженер ПТО,"{'min': 500, 'val': 'бел. руб'}",https://hh.ru/vacancy/40680809?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, СтройМонолит,Минск,https://hh.ru
426,Инженер ПТО,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40959577?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Антикор,Набережные Челны,https://hh.ru
427,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/37967706?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Стройтемп,Новосибирск,https://hh.ru
428,Инженер по охране труда,"{'min': 40000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40883291?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Апрель,Пермь,https://hh.ru
429,Инженер-проектировщик,"{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40902814?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Золотое Сечение,Ярославль,https://hh.ru
430,Инженер по продажам,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40406534?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Инструмент,Тамбов,https://hh.ru
431,Инженер КИПиА,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40738896?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Тех-Аэро,"Самара, Кировская",https://hh.ru
432,Инженер-химик,"{'min': 200, 'val': 'руб'}",https://hh.ru/vacancy/40921524?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Листерра,Рязань,https://hh.ru
433,Инженер,"{'min': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40895346?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Строительно-Монтажное Управление - 15,"Санкт-Петербург, Бухарестская",https://hh.ru
434,Инженер-электроник,"{'max': 880, 'val': 'руб'}",https://hh.ru/vacancy/40974787?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," ЭФКО, Управляющая компания",Кропоткин,https://hh.ru
435,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40919518?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Донстрой,Ростов-на-Дону,https://hh.ru
436,Инженер-конструктор по строительству,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40792858?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ИНТЕРПАЙП,Никополь,https://hh.ru
437,Сервисный инженер,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40749540?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Офис Принт Сервис - Волгоград,Волжский(Волгоградская область),https://hh.ru
438,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40917277?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Мираторг, Агропромышленный холдинг",Белгород,https://hh.ru
439,Инженер ПТО,"{'min': 30000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40913269?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Лагранс,Исилькуль,https://hh.ru
440,Инженер по продажам,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40406494?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Инструмент,Санкт-Петербург,https://hh.ru
441,Инженер,"{'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40751644?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО БАФА,Балаково,https://hh.ru
442,Инженер-проектировщик,"{'min': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40982308?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО 100тонн-сервис,"Екатеринбург, Площадь 1905 года",https://hh.ru
443,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/38532027?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ГАЗИНФОРМСЕРВИС,"Санкт-Петербург, Автово и еще 1 ",https://hh.ru
444,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40951946?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Промсинтез,"Москва, Марьина Роща",https://hh.ru
445,Риск-инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/35158488?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"АО ПАРИ, АО Страховая компания",Москва,https://hh.ru
446,Инженер,"{'min': 70000, 'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40359304?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО РУБИН,Москва,https://hh.ru
447,Инженер-сметчик,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40866421?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Монолитстрой,"Самара, Спортивная",https://hh.ru
448,Инженер (г. Муравленко),"{'min': 500, 'val': 'руб'}",https://hh.ru/vacancy/40200464?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО «МТС» ,Муравленко,https://hh.ru
449,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40977386?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Элетек,"Москва, Фонвизинская",https://hh.ru
450,Инженер по ТБ и ОТ (Риддер),"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40891515?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО Эпирок Центральная Азия,Риддер (ВКО),https://hh.ru
451,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40988198?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Герофарм,Обнинск,https://hh.ru
452,Инженер-наладчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40034879?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Kraft Heinz,Иваново (Ивановская область),https://hh.ru
453,Инженер-энергетик,"{'min': 75000, 'max': 80000, 'val': 'руб'}",https://hh.ru/vacancy/40898565?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, АНО Социально-Реабилитационный Центр Сольба,Владимир,https://hh.ru
454,Инженер-электроник,"{'min': 75000, 'val': 'руб'}",https://hh.ru/vacancy/40726448?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Эмис, ГК",Челябинск,https://hh.ru
455,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40960369?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Лакталис Восток,Тула,https://hh.ru
456,Инженер-электроник,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40971174?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ГБУЗ КО Новокузнецкая городская клиническая больница №29,Новокузнецк,https://hh.ru
457,Инженер-проектировщик (Сормовский р-н),"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40972311?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Империя кадров,Нижний Новгород,https://hh.ru
458,Инженер-проектировщик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40971725?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ANCOR,Магнитогорск,https://hh.ru
459,Инженер по продажам,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40406434?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Инструмент,Пермь,https://hh.ru
460,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40510464?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Эридан,Пермь,https://hh.ru
461,Инженер ПТО,"{'max': 80000, 'val': 'руб'}",https://hh.ru/vacancy/40399576?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"АО МОСТ, УСК",Благовещенск (Амурская область),https://hh.ru
462,Инженер-энергетик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40956875?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ПАО Группа предприятий «Черкизово», Сегмент «Птицеводство»",Лебедянь,https://hh.ru
463,Инженер-энергетик,"{'min': 1000, 'val': 'бел. руб'}",https://hh.ru/vacancy/40978800?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Группа компаний РАПА Гипермаркеты GREEN,Речица,https://hh.ru
464,Сервисный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40957913?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, БТЕ,"Москва, Красносельская",https://hh.ru
465,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/38471282?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Альянс,Пугачев,https://hh.ru
466,Инженер по качеству,"{'min': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40684825?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Группа компаний Русская кожа,Рязань,https://hh.ru
467,Инженер-программист,"{'min': 20000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40479317?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, КОГУП Аптечный склад,Киров (Кировская область),https://hh.ru
468,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/37342026?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Альянс,Аткарск,https://hh.ru
469,Инженер-сметчик,"{'min': 35000, 'max': 55000, 'val': 'руб'}",https://hh.ru/vacancy/40972335?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО Группа строительных компаний Дон,Ростов-на-Дону,https://hh.ru
470,Инженер-технолог,"{'max': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40651197?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Веза,Фрязино,https://hh.ru
471,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40922528?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО БВРП Новотранс,Бийск,https://hh.ru
472,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40921915?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Саратовский молочный комбинат,Саратов,https://hh.ru
473,Инженер ПТО,"{'min': 40000, 'max': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40695591?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СК РЯДЪ,Новосибирск,https://hh.ru
