num,name,compensation,link,employer,address,site
1527,Инженер-сметчик,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40976381?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ГК Контур,Чебоксары,https://hh.ru
1528,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40454749?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Сибэп,Новокузнецк,https://hh.ru
1529,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39772662?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Филиал ФГУП Охрана Росгвардии по Челябинской области,Кыштым,https://hh.ru
1530,Инженер проектировщик,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40847058?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Нагорская Лесная Компания,Киров (Кировская область),https://hh.ru
1531,Главный инженер Гока,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40803312?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Южуралзолото Группа Компаний,Пласт,https://hh.ru
1532,Инженер по MES,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/38764739?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ЗАО ИНКОМСИСТЕМ, НИЦ","Казань, Козья слобода",https://hh.ru
1533,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40566491?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ТехноСистемы,Новосибирск,https://hh.ru
1534,Техник-инженер,"{'min': 25000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40897727?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Фумо,Уфа,https://hh.ru
1535,Инженер-технолог,"{'min': 30000, 'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/39976699?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО Красноярский завод холодильников Бирюса,Красноярск,https://hh.ru
1536,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40629985?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Завод ЖБИ 5,Тюмень,https://hh.ru
1537,Инженер-проектировщик ОВИК / инженер-теплотехник,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40878909?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИЦ Аркада,Йошкар-Ола,https://hh.ru
1538,Инженер 1 категории,"{'min': 500, 'max': 500, 'val': 'руб'}",https://hh.ru/vacancy/40315479?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, МКП Ростгорсвет,Ростов-на-Дону,https://hh.ru
1539,Инженер-лаборант,"{'min': 22000, 'max': 22000, 'val': 'руб'}",https://hh.ru/vacancy/38880805?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Благо, Компания",Барнаул,https://hh.ru
1540,Инженер-технолог проектировщик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40929972?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ПримаЛайн,Минск,https://hh.ru
1541,Инженер по СМК,"{'min': 16000, 'max': 500, 'val': 'руб'}",https://hh.ru/vacancy/39566579?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"АО ЭОКБ Сигнал им. А.И. Глухарёва, г. Энгельс",Энгельс,https://hh.ru
1542,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40860927?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СК Опора,Красноярск,https://hh.ru
1543,Инженер,"{'max': 50000, 'val': 'руб'}",https://hh.ru/vacancy/40751412?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Регионы,Красноярск,https://hh.ru
1544,Инженер автоматизированных систем (инженер-электроник),"{'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/37538106?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Новая Территория,Донской,https://hh.ru
1545,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40288083?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Лазурная Ягода,Геленджик,https://hh.ru
1546,Инженер ПБОТОС,"{'max': 55000, 'val': 'руб'}",https://hh.ru/vacancy/40898502?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, РН-Аэро,Хабаровск,https://hh.ru
1547,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40851006?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, СК Магистр,Челябинск,https://hh.ru
1548,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39772706?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Филиал ФГУП Охрана Росгвардии по Челябинской области,Чебаркуль,https://hh.ru
1549,Инженер-сметчик,"{'min': 200000, 'val': 'KZT'}",https://hh.ru/vacancy/40970426?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО РСП ЭТАЛОН,"Алматы, Москва",https://hh.ru
1550,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40430450?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Фактор груп,"Москва, Щукинская",https://hh.ru
1551,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40825693?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ТОО СЖС Казахстан ЛТД,Балхаш,https://hh.ru
1552,Инженер-теплотехник,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39946079?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," ЕвроСибЭнерго, группа компаний",Миасс,https://hh.ru
1553,Инженер,"{'min': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40919321?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ЗАО НИПО,Пермь,https://hh.ru
1554,Инженер по работе с персоналом,"{'min': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40775894?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Дорожно-строительный трест № 1,Сургут,https://hh.ru
1555,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40371561?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Пивоварня Кожевниково,Томск,https://hh.ru
1556,Инженер автоматизированных систем (инженер-электроник),"{'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/37538103?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Новая Территория,Новомосковск (Тульская область),https://hh.ru
1557,Инженер ПТО,"{'min': 80000, 'max': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40318124?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Черномор-НефтеСтрой,Краснодар,https://hh.ru
1558,Инженер БВР,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40861805?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Nordgold,Иркутск,https://hh.ru
1559,Инженер по радиоизмерениям,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40421315?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Билайн,Архангельск,https://hh.ru
1560,Инженер ПТО,"{'min': 70000, 'max': 80000, 'val': 'руб'}",https://hh.ru/vacancy/39569030?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Успех,Омск,https://hh.ru
1561,Инженер,"{'max': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40842881?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ИНЖИНИРИНГОВЫЙ ДИВИЗИОН ГОСКОРПОРАЦИИ «РОСАТОМ»,Москва,https://hh.ru
1562,Инженер по КИПиА,"{'min': 36000, 'max': 45000, 'val': 'руб'}",https://hh.ru/vacancy/38814225?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Ключевые Системы и Компоненты,Тверь,https://hh.ru
1563,Инженер-химик,"{'max': 700, 'val': 'руб'}",https://hh.ru/vacancy/40870508?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Уфимское приборостроительное производственное объединение,Уфа,https://hh.ru
1564,Инженер ПТО,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40346960?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Корифей,Воронеж,https://hh.ru
1565,Инженер-энергетик,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40857439?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Новая энергетическая компания,Пенза,https://hh.ru
1566,Инженер-проектировщик,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40901771?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Крокус,Белгород,https://hh.ru
1567,Инженер по продажам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40819355?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Агентство ЭКСПЕРТ,Санкт-Петербург,https://hh.ru
1568,Инженер в ЦЗЛ,"{'max': 671, 'val': 'руб'}",https://hh.ru/vacancy/40826608?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Радиоприбор,Казань,https://hh.ru
1569,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39299459?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ОАО Корвет, Акционерная компания",Курган,https://hh.ru
1570,Инженер по гарантии,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40544364?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Автомобили Баварии Юг,Воронеж,https://hh.ru
1571,Инженер-энергетик,"{'min': 35000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/36773932?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, KLEVER,Ростов-на-Дону,https://hh.ru
1572,Инженер ПТО,"{'min': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40851229?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, АГЕНТСТВО КАДРОВЫХ РЕШЕНИЙ,Ульяновск,https://hh.ru
1573,Инженер по продажам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40821239?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Север Минералс,Хабаровск,https://hh.ru
1574,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40949574?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ПК Электроконцепт,Новосибирск,https://hh.ru
1575,Инженер-конструктор (КМ),"{'min': 60000, 'val': 'руб'}",https://hh.ru/vacancy/40627218?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Национальная сурьмяная компания,Екатеринбург,https://hh.ru
1576,Инженер-технолог,"{'min': 37000, 'val': 'руб'}",https://hh.ru/vacancy/40956509?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО ГЛОРИЯ ДЖИНС,Гуково,https://hh.ru
1577,Инженер-энергетик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40598484?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Юпласт, Группа компаний",Воронеж,https://hh.ru
1578,Инженер ОКС,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40720223?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Навигатор. Управление активами,Тюмень,https://hh.ru
1579,Инженер-химик,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/37387053?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Галактика, группа компаний",Санкт-Петербург,https://hh.ru
1580,Инженер-химик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40354327?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," ЭФКО, Управляющая компания",Старый Оскол,https://hh.ru
1581,Инженер-электроник,"{'min': 2000000, 'max': 3000000, 'val': 'сум'}",https://hh.ru/vacancy/40954589?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ИП ASKLEPIY,Ташкент,https://hh.ru
1582,Инженер-проектировщик,"{'min': 35000, 'max': 40000, 'val': 'руб'}",https://hh.ru/vacancy/37828701?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Группа компаний Троя,Красноярск,https://hh.ru
1583,Инженер ПТО,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40197816?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Persona Colta,Кемерово,https://hh.ru
1584,Инженер связи,"{'min': 150, 'max': 500, 'val': 'руб'}",https://hh.ru/vacancy/40951605?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Компания ТрансТелеКом,Казань,https://hh.ru
1585,Инженер-радиохимик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39752048?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ФГУП Федеральный Экологический Оператор,Сосновый Бор,https://hh.ru
1586,Инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40824137?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Лайнком,Новосибирск,https://hh.ru
1587,Инженер ПТО,"{'min': 30000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40854266?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО РегионЭнергоСервис,Ростов-на-Дону,https://hh.ru
1588,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40745908?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Интерполис,Челябинск,https://hh.ru
1589,Инженер-технолог/проектировщик,"{'min': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40822104?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ГеоСтройСистема,Тюмень,https://hh.ru
1590,Инженер-строитель,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40959346?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Домус-Строй,Ижевск,https://hh.ru
1591,Инженер ПТО,"{'min': 32000, 'val': 'руб'}",https://hh.ru/vacancy/40326348?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО Газпром газораспределение Ростов-на-Дону,Азов,https://hh.ru
1592,Инженер (1330),"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/36921617?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО ЦНИИАГ,Москва,https://hh.ru
1593,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40565755?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО ЛОРП,Якутск,https://hh.ru
1594,Инженер-сметчик,"{'min': 35000, 'max': 45000, 'val': 'руб'}",https://hh.ru/vacancy/40961972?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Псковский завод ЖБИ-1,Псков,https://hh.ru
1595,Инженер-схемотехник,"{'min': 65000, 'max': 85000, 'val': 'руб'}",https://hh.ru/vacancy/40861937?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, НИПИГОРМАШ,"Екатеринбург, Ботаническая",https://hh.ru
1596,Инженер-проектировщик ОВ (отопление),"{'min': 90000, 'max': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40840876?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ИП Гольцов Алексей Михайлович,Электросталь,https://hh.ru
1597,Инженер-геодезист,"{'min': 25000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40967839?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Проектиза,Барабинск,https://hh.ru
1598,Инженер-сметчик,"{'min': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40350251?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Технология,Ижевск,https://hh.ru
1599,Инженер-сметчик,"{'min': 35000, 'val': 'руб'}",https://hh.ru/vacancy/40692176?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СУ-11 Липецкстрой-Л,Липецк,https://hh.ru
1600,Инженер-технолог,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40954049?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО ГЛОРИЯ ДЖИНС,Красный Сулин,https://hh.ru
1601,Главный инженер,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40844232?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Агрофирма Золотая нива,Пятигорск,https://hh.ru
1602,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40579555?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Спецрегионстрой,Брянск,https://hh.ru
1603,Инженер-монтажник,"{'min': 20000, 'max': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40804781?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЧОО Купол-Т,Саратов,https://hh.ru
1604,Инженер по СМК,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40844790?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО СНИИП,Москва,https://hh.ru
1605,Инженер в отдел ЦЗЛ,"{'max': 671, 'val': 'руб'}",https://hh.ru/vacancy/40826873?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Радиоприбор,Казань,https://hh.ru
1606,Инженер-технолог,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40796167?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Завод приборных подшипников,Самара,https://hh.ru
1607,Инженер ПТО,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40981908?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Электро Хим Защита,Омск,https://hh.ru
1608,Помощник инженера,"{'min': 22000, 'val': 'руб'}",https://hh.ru/vacancy/40712552?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО СКВ-СЕРВИС,Курск,https://hh.ru
1609,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40925145?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," ГРАДИСС, ГК","Санкт-Петербург, Лесная",https://hh.ru
1610,Инженер по ремонту,"{'min': 35000, 'max': 35000, 'val': 'руб'}",https://hh.ru/vacancy/37549870?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Федеральное государственное бюджетное образовательное учреждение высшего образования Уральский государственный юридический университет,Екатеринбург,https://hh.ru
1611,Инженер-электрик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39700472?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО «МТС» ,Лыткарино,https://hh.ru
1612,Инженер ОПС,"{'min': 80000, 'val': 'руб'}",https://hh.ru/vacancy/37839932?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," НЕВА, Холдинг безопасности","Москва, Лермонтовский проспект",https://hh.ru
1613,Инженер-проектировщик,"{'min': 32000, 'max': 70000, 'val': 'руб'}",https://hh.ru/vacancy/40849214?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО СибИАЦ,Бийск,https://hh.ru
1614,Инженер по охране труда,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40907626?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Австрийский центр здоровья Verba Mayr,Пушкино (Московская область),https://hh.ru
1615,Инженер ПТО,"{'min': 80000, 'max': 100000, 'val': 'руб'}",https://hh.ru/vacancy/40318139?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Черномор-НефтеСтрой,Волгоград,https://hh.ru
1616,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/37292258?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Ключевые Системы и Компоненты,Тверь,https://hh.ru
1617,Стажер инженера-электроника,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40858115?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,"ООО «РУСАГРО», Масложировое бизнес-направление",Саратов,https://hh.ru
1618,Инженер по продажам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40821244?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО Север Минералс,Магадан,https://hh.ru
1619,Инженер КИПиА,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/37522032?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80," Nord Company, Санкт-Петербург",Санкт-Петербург,https://hh.ru
1620,Инженер-метролог,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40890443?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Полисинтез,Белгород,https://hh.ru
1621,Инженер по продажам,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40862720?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Brainpower Group,Пермь,https://hh.ru
1622,Инженер/Ведущий инженер-проектировщик ЭОМ,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/36721991?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ИнжПроект,Омск,https://hh.ru
1623,Инженер-энергетик,"{'min': 30000, 'val': 'руб'}",https://hh.ru/vacancy/39951327?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ЗАО НПВФ СВАРКА,Чебоксары,https://hh.ru
1624,Инженер-энергетик,"{'min': 92000, 'val': 'руб'}",https://hh.ru/vacancy/40789318?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ГСП-СЕРВИС,Самара,https://hh.ru
1625,Главный инженер,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40824082?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ДОМИНАНТ ГК,Липецк,https://hh.ru
1626,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40922633?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ДЕНВАЛ,Тюмень,https://hh.ru
1627,Инженер по метрологии,"{'max': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40835645?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО НПП МЕТЕОР-КУРС,Волжский(Волгоградская область),https://hh.ru
1628,Инженер связи,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/39916342?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ПАО ТОАЗ,Тольятти,https://hh.ru
1629,Инженер по импортозамещению,"{'min': 48000, 'max': 48000, 'val': 'руб'}",https://hh.ru/vacancy/39862047?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,АО ВНИИРА,Санкт-Петербург,https://hh.ru
1630,Инженер-проектировщик,"{'min': 30000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/40953233?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Мамин Хлеб,Ижевск,https://hh.ru
1631,Инженер ПТО,"{'min': 30000, 'max': 30000, 'val': 'руб'}",https://hh.ru/vacancy/38310449?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ДСК КПД-Газстрой,Новосибирск,https://hh.ru
1632,Инженер-химик,"{'min': 25000, 'max': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40885889?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ОАО ДУБИТЕЛЬ,Уфа,https://hh.ru
1633,Инженер-проектировщик,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/40854410?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ВоронежПромЭнергоПроект,Воронеж,https://hh.ru
1634,Инженер-электроник,"{'min': 35000, 'max': 38000, 'val': 'руб'}",https://hh.ru/vacancy/39969457?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО Увадрев-Холдинг,Ижевск,https://hh.ru
1635,Инженер по ремонту,"{'min': 40000, 'val': 'руб'}",https://hh.ru/vacancy/40821300?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80,ООО ЕВРО МАФ,Тольятти,https://hh.ru
1636,Инженер по гарантии,"{'min': None, 'max': None, 'val': None}",https://hh.ru/vacancy/40552473?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, Холдинг АвтоКлаус,Нижний Новгород,https://hh.ru
1637,Стажер инженер-проектировщик систем электроснабжения,"{'min': 25000, 'val': 'руб'}",https://hh.ru/vacancy/39263060?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80, ТСН-Электро,Нижний Новгород,https://hh.ru
