_id,name,compensation,employer,address,link
41005406,Инженер ПТО,"{'min': 85000, 'val': 'руб', 'max': None}",ООО Инжиниринг СтройСервис,Заполярный (Ямало-Ненецкий АО),https://ramenskoye.hh.ru/vacancy/41005406?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40895870,Инженер-сметчик,"{'min': 120000, 'max': 140000, 'val': 'руб'}",ИП Гуськова Алёна Игоревна,"Москва, Лужники",https://ramenskoye.hh.ru/vacancy/40895870?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40714170,Инженер-схемотехник/Инженер-электронщик,"{'min': 90000, 'val': 'руб', 'max': None}",ООО ИК Ренова,"Санкт-Петербург, Обводный Канал",https://ramenskoye.hh.ru/vacancy/40714170?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40809977,Сервисный инженер,"{'min': None, 'max': None, 'val': None}",ООО ТОФФЛОН РУС,Москва,https://ramenskoye.hh.ru/vacancy/40809977?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40527128,Инженер 1 категории,"{'min': 60000, 'val': 'руб', 'max': None}", РКК Энергия,Королев,https://ramenskoye.hh.ru/vacancy/40527128?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40597752,Инженер-конструктор,"{'min': 60000, 'max': 150000, 'val': 'руб'}", Айсипро,"Санкт-Петербург, Чкаловская",https://ramenskoye.hh.ru/vacancy/40597752?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41078290,Инженер-конструктор,"{'min': 60000, 'max': 100000, 'val': 'руб'}", СОТА Роботикс,Москва,https://ramenskoye.hh.ru/vacancy/41078290?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40966447,Инженер,"{'min': 50000, 'max': 80000, 'val': 'руб'}",ООО Юма,Ульяновск,https://ramenskoye.hh.ru/vacancy/40966447?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41069254,Главный инженер (Жуковка),"{'min': 150000, 'max': 220000, 'val': 'руб'}",ИП Домхелпер,Москва,https://ramenskoye.hh.ru/vacancy/41069254?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41005156,Инженер-электрик,"{'max': 400000, 'val': 'KZT', 'min': None}",ТОО Умирзак-Сервис,Кульсары,https://ramenskoye.hh.ru/vacancy/41005156?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40954053,Ведущий инженер ПТО,"{'min': 80000, 'max': 100000, 'val': 'руб'}",ПАО Мосэнергосетьстрой,Москва,https://ramenskoye.hh.ru/vacancy/40954053?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41022821,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",ООО Schaeffler Russland,Ульяновск,https://ramenskoye.hh.ru/vacancy/41022821?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40800696,Инженер ПТО,"{'min': 100000, 'val': 'руб', 'max': None}",ООО Мультисистема,Москва,https://ramenskoye.hh.ru/vacancy/40800696?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40688754,Инженер-сметчик,"{'min': 120000, 'max': 140000, 'val': 'руб'}",ООО Альмис-Интеграл,Москва,https://ramenskoye.hh.ru/vacancy/40688754?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
39918887,Инженер-электрик,"{'min': 500, 'max': 145000, 'val': 'руб'}", Мечтаево,Москва,https://ramenskoye.hh.ru/vacancy/39918887?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40711333,Инженер-проектировщик систем электроснабжения,"{'min': 115000, 'max': 140000, 'val': 'руб'}", СРС-Электро,Москва,https://ramenskoye.hh.ru/vacancy/40711333?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062372,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Москва,https://ramenskoye.hh.ru/vacancy/41062372?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40951180,Главный инженер,"{'min': 100000, 'val': 'руб', 'max': None}", Интер,"Москва, Зорге и еще 1 ",https://ramenskoye.hh.ru/vacancy/40951180?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40845581,Главный инженер,"{'min': 100000, 'val': 'руб', 'max': None}",ООО Айскейк-ЭКО,Долгопрудный,https://ramenskoye.hh.ru/vacancy/40845581?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40869266,Инженер-робототехник,"{'min': 80000, 'max': 150000, 'val': 'руб'}", Top 3D Group,Москва,https://ramenskoye.hh.ru/vacancy/40869266?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40731332,Инженер-конструктор,"{'min': 100000, 'val': 'руб', 'max': None}",ООО ЭПИР,Москва,https://ramenskoye.hh.ru/vacancy/40731332?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40856394,Инженер-технолог,"{'min': 70000, 'val': 'руб', 'max': None}",ООО РоссПак,Новосибирск,https://ramenskoye.hh.ru/vacancy/40856394?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41063461,Инженер по автоматизации/инженер АСУП,"{'min': 100000, 'val': 'руб', 'max': None}",ООО ТехноФрост,"Москва, Бабушкинская",https://ramenskoye.hh.ru/vacancy/41063461?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40730098,Инженер-сметчик,"{'min': 82000, 'val': 'руб', 'max': None}",ООО Ресурс-Инт,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/40730098?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062370,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41062370?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062376,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Оренбург,https://ramenskoye.hh.ru/vacancy/41062376?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40538498,Инженер ПТО,"{'min': 96000, 'max': 105000, 'val': 'руб'}",ООО НОВОИНЖИНИРИНГ,Тамбов,https://ramenskoye.hh.ru/vacancy/40538498?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062375,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Ижевск,https://ramenskoye.hh.ru/vacancy/41062375?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062368,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Самара,https://ramenskoye.hh.ru/vacancy/41062368?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062374,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Йошкар-Ола,https://ramenskoye.hh.ru/vacancy/41062374?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40993134,Помощник инженера-сметчика,"{'min': 50000, 'max': 100000, 'val': 'руб'}",ООО ИМП-С,"Москва, Дубровка и еще 1 ",https://ramenskoye.hh.ru/vacancy/40993134?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062371,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Казань,https://ramenskoye.hh.ru/vacancy/41062371?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40630100,Сервисный инженер/Инженер-электронщик,"{'min': 80000, 'max': 150000, 'val': 'руб'}",ООО ИКС-Суппорт,"Москва, Щукинская",https://ramenskoye.hh.ru/vacancy/40630100?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41026041,Системный инженер,"{'min': 30000, 'max': 45000, 'val': 'руб'}", Аксиоматика,Волгоград,https://ramenskoye.hh.ru/vacancy/41026041?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
