_id,name,compensation,employer,address,link
41061457,Инженер-проектировщик,"{'min': 40000, 'max': 50000, 'val': 'руб'}",ООО Архитектурное Бюро Мир проектов,Москва,https://ramenskoye.hh.ru/vacancy/41061457?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41061050,Инженер по снабжению,"{'min': None, 'max': None, 'val': None}",АО Кировское машиностроительное предприятие,Киров (Кировская область),https://ramenskoye.hh.ru/vacancy/41061050?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40836628,Инженер по качеству,"{'min': 35000, 'max': 40000, 'val': 'руб'}",ООО Барси,Нижний Новгород,https://ramenskoye.hh.ru/vacancy/40836628?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40841755,Инженер-сметчик,"{'min': 60000, 'max': 100000, 'val': 'руб'}",ООО Мостоотряд-47,Москва,https://ramenskoye.hh.ru/vacancy/40841755?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41059196,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",ООО Альфаспецстрой,Чита,https://ramenskoye.hh.ru/vacancy/41059196?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41059196,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",ООО Альфаспецстрой,Чита,https://ramenskoye.hh.ru/vacancy/41059196?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40897423,Сервисный инженер,"{'min': 40000, 'val': 'руб', 'max': None}",ООО ДТМ,Тамбов,https://ramenskoye.hh.ru/vacancy/40897423?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41055372,Главный инженер,"{'min': 500, 'val': 'белруб', 'max': None}", Агрокомбинат Дзержинский,Дзержинск (Беларусь),https://ramenskoye.hh.ru/vacancy/41055372?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
37874268,Инженер-конструктор,"{'min': 80000, 'val': 'руб', 'max': None}", Реал-Проект,"Санкт-Петербург, Фрунзенская",https://ramenskoye.hh.ru/vacancy/37874268?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40810626,Инженер-проектировщик,"{'min': 40000, 'max': 45000, 'val': 'руб'}",ООО ПСП Стройэкспертиза,Тула,https://ramenskoye.hh.ru/vacancy/40810626?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40649692,Инженер,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Компания Альтаир,Ставрополь,https://ramenskoye.hh.ru/vacancy/40649692?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41005437,Инженер,"{'min': 60000, 'val': 'руб', 'max': None}",ОАО Аэроэлектромаш,"Москва, Савеловская",https://ramenskoye.hh.ru/vacancy/41005437?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41047395,Инженер-энергетик,"{'min': 80000, 'val': 'руб', 'max': None}", Кадровое агентство оККеу,Севастополь,https://ramenskoye.hh.ru/vacancy/41047395?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41078016,Инженер ОТ и ТБ,"{'min': None, 'max': None, 'val': None}",ТОО Smart Solutions Personnel,Риддер (ВКО),https://ramenskoye.hh.ru/vacancy/41078016?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40873549,Инженер-конструктор,"{'min': 50000, 'val': 'руб', 'max': None}",ООО Эксперт Групп,Таганрог,https://ramenskoye.hh.ru/vacancy/40873549?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41046069,Инженер-проектировщик,"{'min': 100000, 'max': 140000, 'val': 'руб'}",ИП Карнаухов Дмитрий Александрович,Москва,https://ramenskoye.hh.ru/vacancy/41046069?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41043408,Главный инженер,"{'min': 70000, 'max': 80000, 'val': 'руб'}", Tamaki,Люберцы,https://ramenskoye.hh.ru/vacancy/41043408?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40694803,Инженер-проектировщик,"{'min': 70000, 'val': 'руб', 'max': None}",ООО СервисТеплоГаз,Красногорск,https://ramenskoye.hh.ru/vacancy/40694803?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40664464,Инженер ПТО,"{'min': 60000, 'max': 80000, 'val': 'руб'}",ООО М-Строй,Смоленск,https://ramenskoye.hh.ru/vacancy/40664464?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40615071,Сервисный инженер,"{'min': None, 'max': None, 'val': None}",ООО Аквилон ЛТД,Калуга,https://ramenskoye.hh.ru/vacancy/40615071?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40895175,Инженер ПТО,"{'min': 30000, 'val': 'руб', 'max': None}",ООО Кристалл,Тольятти,https://ramenskoye.hh.ru/vacancy/40895175?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40594118,Инженер-технолог,"{'min': 38000, 'max': 40000, 'val': 'руб'}",ООО ТПК Красноярскэнергокомплект,Красноярск,https://ramenskoye.hh.ru/vacancy/40594118?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40883010,Инженер-сметчик,"{'min': 350000, 'max': 450000, 'val': 'KZT'}"," Сембол Улусларарасы Тарым Туризм Пейзаж Иншаат СанайивеТиджарет Аноним Ширкети в г.Астана, ФАО",Актау,https://ramenskoye.hh.ru/vacancy/40883010?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41000423,Сервисный инженер,"{'min': None, 'max': None, 'val': None}"," JUNGHEINRICH, Подъемно-погрузочная техника",Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41000423?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41032784,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",ООО РУСНЕФТЕГАЗСТРОЙ+,Уфа,https://ramenskoye.hh.ru/vacancy/41032784?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40707902,Инженер ПТО,"{'min': 60000, 'max': 80000, 'val': 'руб'}",ООО 441 УНР,Москва,https://ramenskoye.hh.ru/vacancy/40707902?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40998090,Инженер-электронщик,"{'min': None, 'max': None, 'val': None}",ООО ООО MIRZACHUL TEKS,Ташкент,https://ramenskoye.hh.ru/vacancy/40998090?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40932857,Сервисный инженер,"{'min': 50000, 'max': 70000, 'val': 'руб'}",ООО Диам Алмаз,Москва,https://ramenskoye.hh.ru/vacancy/40932857?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40975921,Инженер по продажам оборудования,"{'min': 80000, 'val': 'руб', 'max': None}",ООО Люкон Про,"Москва, Тульская",https://ramenskoye.hh.ru/vacancy/40975921?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41078349,Инженер-технолог,"{'min': None, 'max': None, 'val': None}",ЗАО Инжиниринговый центр «Технохим»,"Санкт-Петербург, Чернышевская",https://ramenskoye.hh.ru/vacancy/41078349?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41045117,Инженер проекта,"{'min': None, 'max': None, 'val': None}", Бек энд Поллитцер СПб,Киров (Кировская область),https://ramenskoye.hh.ru/vacancy/41045117?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40544377,Инженер,"{'min': 30000, 'val': 'руб', 'max': None}",ООО Компонент-К,Абакан,https://ramenskoye.hh.ru/vacancy/40544377?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40849355,Инженер-энергетик,"{'min': 40000, 'val': 'руб', 'max': None}", ТДС-Групп,Красноярск,https://ramenskoye.hh.ru/vacancy/40849355?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
24212175,Инженер-проектировщик,"{'min': None, 'max': None, 'val': None}",ООО Точность,Тверь,https://ramenskoye.hh.ru/vacancy/24212175?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40606878,Инженер ОТК,"{'max': 80000, 'val': 'руб', 'min': None}",ООО ЭЛСИН,Железнодорожный,https://ramenskoye.hh.ru/vacancy/40606878?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40630680,Инженер АСБ,"{'min': 80000, 'max': 80000, 'val': 'руб'}", Телеканал «Е»,"Москва, Водный стадион",https://ramenskoye.hh.ru/vacancy/40630680?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41043314,Инженер КИП,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Автоматизация и связь,Мегион,https://ramenskoye.hh.ru/vacancy/41043314?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41071601,Инженер ПТО,"{'min': 80000, 'val': 'руб', 'max': None}", KOMANDA.PRO,Уфа,https://ramenskoye.hh.ru/vacancy/41071601?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41044996,Техник-инженер,"{'min': 90000, 'max': 100000, 'val': 'руб'}",ООО Клин Сити,Истра,https://ramenskoye.hh.ru/vacancy/41044996?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41061341,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",ООО СК Орион плюс,Клин,https://ramenskoye.hh.ru/vacancy/41061341?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40673954,Техник-инженер,"{'min': 50000, 'val': 'руб', 'max': None}",АО РЭЙ,"Москва, Краснопресненская и еще 2 ",https://ramenskoye.hh.ru/vacancy/40673954?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41045108,Техник-инженер,"{'min': 90000, 'max': 100000, 'val': 'руб'}",ООО Клин Сити,Волоколамск,https://ramenskoye.hh.ru/vacancy/41045108?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40885908,Сервисный инженер,"{'min': 50000, 'val': 'руб', 'max': None}",ООО ЛИГА,Волгодонск,https://ramenskoye.hh.ru/vacancy/40885908?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40574614,Инженер-технолог,"{'min': 70000, 'max': 100000, 'val': 'руб'}", ИНТОС-сервис,"Санкт-Петербург, Гражданский проспект и еще 3 ",https://ramenskoye.hh.ru/vacancy/40574614?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41062369,Главный инженер,"{'min': None, 'max': None, 'val': None}", Спецнефтетранс,Сыктывкар,https://ramenskoye.hh.ru/vacancy/41062369?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40793711,Инженер-конструктор,"{'min': 15000, 'max': 18000, 'val': 'грн'}",ООО НПФ Ирком-ЭКТ,"Киев, Черниговская",https://ramenskoye.hh.ru/vacancy/40793711?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41054135,Инженер по КИП и автоматике,"{'min': None, 'max': None, 'val': None}",ООО МилкЭкспресс,Щелково,https://ramenskoye.hh.ru/vacancy/41054135?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41038600,Инженер по тестированию,"{'min': None, 'max': None, 'val': None}",ООО БОЛЬШАЯ ТРОЙКА,"Москва, Бауманская",https://ramenskoye.hh.ru/vacancy/41038600?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41034973,Инженер-технолог,"{'min': 700, 'max': 555, 'val': 'EUR'}",ООО ЕвроИндустрия,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41034973?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41032710,Инженер-технолог,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Производственная Компания Аквариус,Шуя,https://ramenskoye.hh.ru/vacancy/41032710?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41071031,Инженер ПТО,"{'min': 25000, 'val': 'руб', 'max': None}",ООО ЯРС,Пермь,https://ramenskoye.hh.ru/vacancy/41071031?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40914132,Инженер-конструктор,"{'min': 60000, 'val': 'руб', 'max': None}",ЗАО Союз-01,"Москва, Перово",https://ramenskoye.hh.ru/vacancy/40914132?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40918033,Сервисный инженер,"{'min': 45000, 'max': 100000, 'val': 'руб'}",ООО Сапфир,Новокузнецк,https://ramenskoye.hh.ru/vacancy/40918033?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41052532,Инженер-технолог,"{'min': 45000, 'max': 45000, 'val': 'руб'}",АО Концерн Морское подводное оружие – Гидроприбор,"Санкт-Петербург, Выборгская и еще 1 ",https://ramenskoye.hh.ru/vacancy/41052532?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41053640,Инженер-испытатель,"{'min': None, 'max': None, 'val': None}"," Person Hunters, ООО",Навои,https://ramenskoye.hh.ru/vacancy/41053640?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41076045,Инженер-сметчик (инженерные коммуникации),"{'min': None, 'max': None, 'val': None}", Персонал-Волга,Нижний Новгород,https://ramenskoye.hh.ru/vacancy/41076045?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40802291,Сервисный инженер,"{'min': 50000, 'val': 'руб', 'max': None}", Телекомпания КТВ,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/40802291?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40845811,"Инженер-конструктор/инженер проектировщик, в области пневмотранспортных систем.","{'min': 80000, 'val': 'руб', 'max': None}",ООО ЭкоУниверсал,Москва,https://ramenskoye.hh.ru/vacancy/40845811?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40779852,Сервис-инженер,"{'min': 75000, 'val': 'руб', 'max': None}", Эуропресс,Москва,https://ramenskoye.hh.ru/vacancy/40779852?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41075920,Инженер-проектировщик,"{'min': 50000, 'val': 'руб', 'max': None}",ООО Мирбаум,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41075920?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40511339,Инженер,"{'min': 80000, 'max': 100000, 'val': 'руб'}",ООО Амур Машинери,Хабаровск,https://ramenskoye.hh.ru/vacancy/40511339?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40886783,Инженер-технолог,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Саблайн Сервис,Владимир,https://ramenskoye.hh.ru/vacancy/40886783?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41078761,Сетевой инженер,"{'max': 200000, 'val': 'KZT', 'min': None}",ТОО Коркем Телеком,Шымкент,https://ramenskoye.hh.ru/vacancy/41078761?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41072404,Инженер ПТО,"{'min': 80000, 'val': 'руб', 'max': None}",ООО АМДтехнологии,"Москва, Преображенская площадь",https://ramenskoye.hh.ru/vacancy/41072404?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
38785785,Инженер СКК,"{'min': 80000, 'max': 120000, 'val': 'руб'}",ООО КИП-Электромонтаж,Омск,https://ramenskoye.hh.ru/vacancy/38785785?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41040844,Главный инженер,"{'min': 80000, 'val': 'руб', 'max': None}",ООО Центр-Перлит,Воскресенск,https://ramenskoye.hh.ru/vacancy/41040844?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40742514,Инженер КИПиА,"{'min': 300000, 'val': 'KZT', 'max': None}",ТОО Управляющая компания Marden Property,Нур-Султан,https://ramenskoye.hh.ru/vacancy/40742514?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40771614,Инженер-проектировщик,"{'min': 60000, 'max': 65000, 'val': 'руб'}", ГСУ ОАО Метрострой,"Санкт-Петербург, Московские ворота и еще 1 ",https://ramenskoye.hh.ru/vacancy/40771614?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41025523,Инженер-конструктор,"{'min': 40000, 'val': 'руб', 'max': None}",ООО МагистральИнвест,Бор,https://ramenskoye.hh.ru/vacancy/41025523?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41040449,Инженер по испытаниям (Химик),"{'min': 30000, 'val': 'руб', 'max': None}", Некоммерческое партнерство по сертификации фанерной продукции и древесных плит Фантест,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41040449?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
39402427,Инженер/специалист технического отдела (Инженер ПТО),"{'min': None, 'max': None, 'val': None}", Компания Нефтетанк,"Москва, Медведково",https://ramenskoye.hh.ru/vacancy/39402427?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40681087,Главный инженер,"{'min': None, 'max': None, 'val': None}",ООО ТОВ ДБУ МЕГАПОЛІС,Киев,https://ramenskoye.hh.ru/vacancy/40681087?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40808485,Главный инженер ОПО,"{'min': 70000, 'max': 80000, 'val': 'руб'}",ООО Вервекс Энерджи,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/40808485?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40861956,Инженер ПТО,"{'min': 80000, 'max': 100000, 'val': 'руб'}", ПСК Феникс,"Москва, Выставочная и еще 2 ",https://ramenskoye.hh.ru/vacancy/40861956?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40843702,Инженер-механик,"{'min': 35000, 'val': 'руб', 'max': None}",ООО Регионпрофсервис,Нижний Новгород,https://ramenskoye.hh.ru/vacancy/40843702?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40460635,Главный инженер,"{'min': None, 'max': None, 'val': None}", ANCOR,Москва,https://ramenskoye.hh.ru/vacancy/40460635?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40743346,Инженер по снабжению,"{'min': 35000, 'max': 40000, 'val': 'руб'}",ООО Бетонный Завод Город,Боровский,https://ramenskoye.hh.ru/vacancy/40743346?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41068959,Инженер-приборист,"{'min': 50000, 'val': 'руб', 'max': None}","Гос. корп. НПЦ АП им. акад. Н.А. Пилюгина, ФГУП","Москва, Калужская",https://ramenskoye.hh.ru/vacancy/41068959?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41014473,Инженер-проектировщик,"{'min': 30000, 'max': 100000, 'val': 'руб'}",ООО Бинар,Калуга,https://ramenskoye.hh.ru/vacancy/41014473?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40700738,Инженер-проектировщик,"{'min': 35000, 'max': 120000, 'val': 'руб'}",ООО КС-М Холдинг,"Нижний Новгород, Горьковская",https://ramenskoye.hh.ru/vacancy/40700738?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40619492,Инженер,"{'min': 80000, 'max': 100000, 'val': 'руб'}",ООО Амур Машинери,Владивосток,https://ramenskoye.hh.ru/vacancy/40619492?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40801990,Инженер по строительству,"{'min': None, 'max': None, 'val': None}",ООО Агро Эксперт Груп,Волгоград,https://ramenskoye.hh.ru/vacancy/40801990?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41057951,Инженер-сметчик,"{'min': None, 'max': None, 'val': None}", Eldorado,"Киев, Дворец спорта и еще 1 ",https://ramenskoye.hh.ru/vacancy/41057951?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
38203165,Инженер ПТО,"{'min': 60000, 'max': 80000, 'val': 'руб'}",ООО Спецпромстрой,Иркутск,https://ramenskoye.hh.ru/vacancy/38203165?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40836376,Инженер,"{'min': 56000, 'val': 'руб', 'max': None}",АО Комтелеком-Т,"Москва, Красносельская",https://ramenskoye.hh.ru/vacancy/40836376?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40980560,Инженер-сметчик,"{'min': 60000, 'val': 'руб', 'max': None}", МБУ Управление градостроительного и имущественного обеспечения,Мытищи,https://ramenskoye.hh.ru/vacancy/40980560?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40918192,Инженер по продажам,"{'min': 30000, 'max': 150000, 'val': 'руб'}",ООО Пневмологика,"Москва, Алексеевская",https://ramenskoye.hh.ru/vacancy/40918192?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40715717,Инженер-метрист (инженер по испытаниям),"{'min': None, 'max': None, 'val': None}",АО Светлана-Электронприбор,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/40715717?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40761251,Сервисный инженер,"{'min': None, 'max': None, 'val': None}", Марриотт Кортъярд Санкт-Петербург центр,"Санкт-Петербург, Сенная площадь и еще 1 ",https://ramenskoye.hh.ru/vacancy/40761251?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40141390,Главный инженер,"{'min': None, 'max': None, 'val': None}", Агро-Альянс,"Санкт-Петербург, Комендантский проспект",https://ramenskoye.hh.ru/vacancy/40141390?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41056395,Сервисный инженер,"{'min': 45000, 'val': 'руб', 'max': None}",ООО БАЗИС,"Санкт-Петербург, Выборгская",https://ramenskoye.hh.ru/vacancy/41056395?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40598439,Инженер-конструктор,"{'min': 50000, 'val': 'руб', 'max': None}", АО «ЭВАН»,Нижний Новгород,https://ramenskoye.hh.ru/vacancy/40598439?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40737140,Инженер по ВиК,"{'min': 50000, 'max': 70000, 'val': 'руб'}", УК АНТЪ,Екатеринбург,https://ramenskoye.hh.ru/vacancy/40737140?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40822190,Дежурный инженер,"{'min': None, 'max': None, 'val': None}",ООО ТехАргос,Москва,https://ramenskoye.hh.ru/vacancy/40822190?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41037548,Инженер ПТО,"{'min': 60000, 'max': 70000, 'val': 'руб'}",ЗАО Дина Интернешнл,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/41037548?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41066996,Инженер ПТО,"{'min': None, 'max': None, 'val': None}",ООО Волгоградсервис,Саратов,https://ramenskoye.hh.ru/vacancy/41066996?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41039842,Инженер-конструктор,"{'min': None, 'max': None, 'val': None}",ООО Геоскан,"Санкт-Петербург, Площадь Мужества и еще 1 ",https://ramenskoye.hh.ru/vacancy/41039842?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41051778,Старший инженер,"{'min': None, 'max': None, 'val': None}", Сбер для экспертов,Томск,https://ramenskoye.hh.ru/vacancy/41051778?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41075472,Инженер,"{'min': 40000, 'val': 'руб', 'max': None}",ООО АЛИТЕТ,Великий Новгород,https://ramenskoye.hh.ru/vacancy/41075472?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40569575,Инженер ПТО,"{'min': 50000, 'max': 50000, 'val': 'руб'}",ООО ПК ПАЛЛАДА,Верхняя Пышма,https://ramenskoye.hh.ru/vacancy/40569575?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40648288,Инженер строительного контроля/Инженер технического надзора,"{'min': None, 'max': None, 'val': None}", Первый БАЗИС,"Санкт-Петербург, Комендантский проспект и еще 2 ",https://ramenskoye.hh.ru/vacancy/40648288?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41027294,Главный инженер,"{'min': 500, 'val': 'белруб', 'max': None}", Сервисный центр Веста,Минск,https://ramenskoye.hh.ru/vacancy/41027294?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40649702,Инженер,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Компания Альтаир,Ростов-на-Дону,https://ramenskoye.hh.ru/vacancy/40649702?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
41069778,Сервисный инженер / инженер КИПиА,"{'min': 60000, 'val': 'руб', 'max': None}", Бэттери Сервис,"Москва, Сокол",https://ramenskoye.hh.ru/vacancy/41069778?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40060645,Инженер со знанием Linux,"{'min': 80000, 'max': 160000, 'val': 'руб'}"," ТелеСвязь, OOO","Москва, Динамо",https://ramenskoye.hh.ru/vacancy/40060645?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40908018,Инженер-конструктор,"{'min': 65000, 'max': 80000, 'val': 'руб'}", Амплитуда НТЦ,Зеленоград,https://ramenskoye.hh.ru/vacancy/40908018?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40649675,Инженер,"{'min': 60000, 'val': 'руб', 'max': None}",ООО Компания Альтаир,Краснодар,https://ramenskoye.hh.ru/vacancy/40649675?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
40897294,Инженер-робототехник,"{'min': None, 'max': None, 'val': None}",ООО МДИ2Б,Санкт-Петербург,https://ramenskoye.hh.ru/vacancy/40897294?query=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80
